Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_38568967	רְאִיתִיהָ בְּעִיר־הַבִּירָה בְּטֶרֶם עָלִיתִי אַרְצָה.	ראיתי אוויר אווירה, בטרם עליתי ארץ.	ראיתיה בעירהבירה בטרם עליתי ארצה	ראיתי אוויר אווירה בטרם עליתי ארץ	<eps>->ראיתי | ראיתיה->אוויר | בעירהבירה->אווירה | בטרם->בטרם | עליתי->עליתי | ארצה->ארץ	0.8000
common_voice_he_39659793	אבל הוא ישב לילה שלם במעצר	אבל הוא ישב לילה שלם במעצב.	אבל הוא ישב לילה שלם במעצר	אבל הוא ישב לילה שלם במעצב	אבל->אבל | הוא->הוא | ישב->ישב | לילה->לילה | שלם->שלם | במעצר->במעצב	0.1667
common_voice_he_39659794	"""הֵם גַם הֶחְלִיטוּ לְשַׁתְּפוֹ בַּאֲרֻחוֹתֵיהֶם וְעָשׂוּ """"קֻפָּה מְשֻׁתֶּפֶת"""""""	הם גם החליטו לשתפו בארוחותיהם ועשו קופה משותפת.	הם גם החליטו לשתפו בארחותיהם ועשו קפה משתפת	הם גם החליטו לשתפו בארוחותיהם ועשו קופה משותפת	הם->הם | גם->גם | החליטו->החליטו | לשתפו->לשתפו | בארחותיהם->בארוחותיהם | ועשו->ועשו | קפה->קופה | משתפת->משותפת	0.3750
common_voice_he_39659795	אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון	אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון.	אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון	אני מוכרח לומר שאני לא אהסס לעשות מהפכה בתחום התכנון	אני->אני | מוכרח->מוכרח | לומר->לומר | שאני->שאני | לא->לא | אהסס->אהסס | לעשות->לעשות | מהפכה->מהפכה | בתחום->בתחום | התכנון->התכנון	0.0000
common_voice_he_39659796	נְצֹ֣ר בְּ֭נִי מִצְוַ֣ת אָבִ֑יךָ וְאַל־תִּ֝טֹּ֗שׁ תּוֹרַ֥ת אִמֶּֽךָ׃	נצור בני מצוות אביך, ואל תיטוש תורת אמך.	נצר בני מצות אביך ואלתטש תורת אמך	נצור בני מצוות אביך ואל תיטוש תורת אמך	נצר->נצור | בני->בני | מצות->מצוות | אביך->אביך | <eps>->ואל | ואלתטש->תיטוש | תורת->תורת | אמך->אמך	0.5714
common_voice_he_39659797	שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי-הספר	שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי הספר.	שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי הספר	שאנחנו עושים מאמץ כולל עכשיו לשלוט בתוכניות שנכנסות לבתי הספר	שאנחנו->שאנחנו | עושים->עושים | מאמץ->מאמץ | כולל->כולל | עכשיו->עכשיו | לשלוט->לשלוט | בתוכניות->בתוכניות | שנכנסות->שנכנסות | לבתי->לבתי | הספר->הספר	0.0000
common_voice_he_40612852	מאיפה הוא בא, מה תפיסת עולמו	מאיפה הוא בא? מה תפיסת עולמו?	מאיפה הוא בא מה תפיסת עולמו	מאיפה הוא בא מה תפיסת עולמו	מאיפה->מאיפה | הוא->הוא | בא->בא | מה->מה | תפיסת->תפיסת | עולמו->עולמו	0.0000
common_voice_he_40612855	מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים	מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים.	מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים	מצד שני ברדיו מכניסים הפרטה כזאת שספק אם הרדיו הממלכתי יוכל להמשיך להתקיים	מצד->מצד | שני->שני | ברדיו->ברדיו | מכניסים->מכניסים | הפרטה->הפרטה | כזאת->כזאת | שספק->שספק | אם->אם | הרדיו->הרדיו | הממלכתי->הממלכתי | יוכל->יוכל | להמשיך->להמשיך | להתקיים->להתקיים	0.0000
common_voice_he_40612862	מקורה של ההכנסה שחולקה לניהנה ייקבע בהתאם למקורות ההכנסה של הנאמן באופן יחסי	הוראה של ההכנסה שחולקה לנאמן ייקבע בהתאם למקורות ההכנסה של הנאמן באופן יחסי.	מקורה של ההכנסה שחולקה לניהנה ייקבע בהתאם למקורות ההכנסה של הנאמן באופן יחסי	הוראה של ההכנסה שחולקה לנאמן ייקבע בהתאם למקורות ההכנסה של הנאמן באופן יחסי	מקורה->הוראה | של->של | ההכנסה->ההכנסה | שחולקה->שחולקה | לניהנה->לנאמן | ייקבע->ייקבע | בהתאם->בהתאם | למקורות->למקורות | ההכנסה->ההכנסה | של->של | הנאמן->הנאמן | באופן->באופן | יחסי->יחסי	0.1538
common_voice_he_40612863	העניין הזה הוא מאה וארבעים מיליון שקל	העניין הזה הוא 140 מיליון שקל.	העניין הזה הוא 140 מיליון שקל	העניין הזה הוא 140 מיליון שקל	העניין->העניין | הזה->הזה | הוא->הוא | 140->140 | מיליון->מיליון | שקל->שקל	0.0000
common_voice_he_40612866	אולם התגמולים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות	אולם התמלוגים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות.	אולם התגמולים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות	אולם התמלוגים לנזקקים ולנצרכים מותנים מטבע הדברים בהכנסות אחרות	אולם->אולם | התגמולים->התמלוגים | לנזקקים->לנזקקים | ולנצרכים->ולנצרכים | מותנים->מותנים | מטבע->מטבע | הדברים->הדברים | בהכנסות->בהכנסות | אחרות->אחרות	0.1111
common_voice_he_40612867	אווירת האיפוק והריסון היתה קצרת מועד	אווירת האיפוק והריסון הייתה קצרת מועד.	אווירת האיפוק והריסון היתה קצרת מועד	אווירת האיפוק והריסון היתה קצרת מועד	אווירת->אווירת | האיפוק->האיפוק | והריסון->והריסון | היתה->היתה | קצרת->קצרת | מועד->מועד	0.0000
common_voice_he_41019415	אפילו כאשר היתה ישיבה של ועדת התכנון בחיפה	אפילו כאשר הייתה ישיבה של ועדת התכנון בחיפה.	אפילו כאשר היתה ישיבה של ועדת התכנון בחיפה	אפילו כאשר היתה ישיבה של ועדת התכנון בחיפה	אפילו->אפילו | כאשר->כאשר | היתה->היתה | ישיבה->ישיבה | של->של | ועדת->ועדת | התכנון->התכנון | בחיפה->בחיפה	0.0000
common_voice_he_41019416	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי.	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי	ומשם תהיה פתוחה הדרך לתהליך מדיני היסטורי	ומשם->ומשם | תהיה->תהיה | פתוחה->פתוחה | הדרך->הדרך | לתהליך->לתהליך | מדיני->מדיני | היסטורי->היסטורי	0.0000
common_voice_he_41019419	למשל, והבן-אדם בכלל מתעלם מהבקשה	למשל, והבן אדם בכלל מתעלם מהבקשה.	למשל והבן אדם בכלל מתעלם מהבקשה	למשל והבן אדם בכלל מתעלם מהבקשה	למשל->למשל | והבן->והבן | אדם->אדם | בכלל->בכלל | מתעלם->מתעלם | מהבקשה->מהבקשה	0.0000
common_voice_he_41019455	אמרתי את זה ואמרתי: תפתחו את הסרטים ותסתכלו	אמרתי את זה ואמרתי, תפתחו את הסרטים ותסתכלו.	אמרתי את זה ואמרתי תפתחו את הסרטים ותסתכלו	אמרתי את זה ואמרתי תפתחו את הסרטים ותסתכלו	אמרתי->אמרתי | את->את | זה->זה | ואמרתי->ואמרתי | תפתחו->תפתחו | את->את | הסרטים->הסרטים | ותסתכלו->ותסתכלו	0.0000
common_voice_he_41019456	מה טוב חלקנו ומה נעים גורלנו	מה טוב חלקנו ומה נעים גורלנו?	מה טוב חלקנו ומה נעים גורלנו	מה טוב חלקנו ומה נעים גורלנו	מה->מה | טוב->טוב | חלקנו->חלקנו | ומה->ומה | נעים->נעים | גורלנו->גורלנו	0.0000
common_voice_he_41019457	על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים	על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים.	על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים	על מנת לסבר את האוזן אתכבד להביא בפניכם נתונים מספריים מהשטח בהתייחס לציבור הקשישים	על->על | מנת->מנת | לסבר->לסבר | את->את | האוזן->האוזן | אתכבד->אתכבד | להביא->להביא | בפניכם->בפניכם | נתונים->נתונים | מספריים->מספריים | מהשטח->מהשטח | בהתייחס->בהתייחס | לציבור->לציבור | הקשישים->הקשישים	0.0000
common_voice_he_38623331	זה אפשרי לחיות במחנה פליטים תחת הפצצות	זה אפשרי לחיות במחנה פליטים תחת הפצצות.	זה אפשרי לחיות במחנה פליטים תחת הפצצות	זה אפשרי לחיות במחנה פליטים תחת הפצצות	זה->זה | אפשרי->אפשרי | לחיות->לחיות | במחנה->במחנה | פליטים->פליטים | תחת->תחת | הפצצות->הפצצות	0.0000
common_voice_he_38623332	עשרים ותשעה ביוני אלפיים ואחת עשרה למניינם	29 ביוני 2011 למניינם	29 ביוני 2001 10 למניינם	29 ביוני 2011 למניינם	29->29 | ביוני->ביוני | 2001-><eps> | 10->2011 | למניינם->למניינם	0.4000
common_voice_he_38623333	אני צריך לקחת את הכלב שלי לספר	אני צריך לקחת את הכלב שלי לספר.	אני צריך לקחת את הכלב שלי לספר	אני צריך לקחת את הכלב שלי לספר	אני->אני | צריך->צריך | לקחת->לקחת | את->את | הכלב->הכלב | שלי->שלי | לספר->לספר	0.0000
common_voice_he_38623334	הקושי הראשון נוגע למועד עריכת הסדר החוב	הקושי הראשון נוגע למועד עריכת הסדר החוב.	הקושי הראשון נוגע למועד עריכת הסדר החוב	הקושי הראשון נוגע למועד עריכת הסדר החוב	הקושי->הקושי | הראשון->הראשון | נוגע->נוגע | למועד->למועד | עריכת->עריכת | הסדר->הסדר | החוב->החוב	0.0000
common_voice_he_38623347	מֵי הבשמים שאת משתמשת בהם ריחם משובח.	מי הפסומים שאת משתמשת בהם ריחם משובח.	מי הבשמים שאת משתמשת בהם ריחם משובח	מי הפסומים שאת משתמשת בהם ריחם משובח	מי->מי | הבשמים->הפסומים | שאת->שאת | משתמשת->משתמשת | בהם->בהם | ריחם->ריחם | משובח->משובח	0.1429
common_voice_he_38623348	וגם לבית־תפילה סרים בוודאי לפעמים, בשעת מצב־רוח	וגם לבית תפילה שרים בוודאי לפעמים בשעת מצב רוח.	וגם לביתתפילה סרים בוודאי לפעמים בשעת מצברוח	וגם לבית תפילה שרים בוודאי לפעמים בשעת מצב רוח	וגם->וגם | <eps>->לבית | לביתתפילה->תפילה | סרים->שרים | בוודאי->בוודאי | לפעמים->לפעמים | בשעת->בשעת | <eps>->מצב | מצברוח->רוח	0.7143
common_voice_he_38623349	מאמא, מאחי, אני מקבלת מכתבים; שניהם בריאים.	מאמא מאחי אני מקבלת מכתבים, שניהם גרועים.	מאמא מאחי אני מקבלת מכתבים שניהם בריאים	מאמא מאחי אני מקבלת מכתבים שניהם גרועים	מאמא->מאמא | מאחי->מאחי | אני->אני | מקבלת->מקבלת | מכתבים->מכתבים | שניהם->שניהם | בריאים->גרועים	0.1429
common_voice_he_43503033	כחמשת אלפים פועלים מכפר-כנא ומהסביבה נזקקים לשירותיה	כחמשת אלפים פועלים מכפר כנא ומהסביבה נזקקים לשירותיה.	כחמשת אלפים פועלים מכפר כנא ומהסביבה נזקקים לשירותיה	כחמשת אלפים פועלים מכפר כנא ומהסביבה נזקקים לשירותיה	כחמשת->כחמשת | אלפים->אלפים | פועלים->פועלים | מכפר->מכפר | כנא->כנא | ומהסביבה->ומהסביבה | נזקקים->נזקקים | לשירותיה->לשירותיה	0.0000
common_voice_he_43503040	כי הנושא נדון לפני דקות לא רבות במליאה	כי הנושא נדון לפני דקות לא רבות במליאה.	כי הנושא נדון לפני דקות לא רבות במליאה	כי הנושא נדון לפני דקות לא רבות במליאה	כי->כי | הנושא->הנושא | נדון->נדון | לפני->לפני | דקות->דקות | לא->לא | רבות->רבות | במליאה->במליאה	0.0000
common_voice_he_43503045	והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה	והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה.	והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה	והכנת תוכנית סדורה לטיפול והסרת לוחות אזבסט פריך בשיתוף פעולה עם המשרד לאיכות הסביבה	והכנת->והכנת | תוכנית->תוכנית | סדורה->סדורה | לטיפול->לטיפול | והסרת->והסרת | לוחות->לוחות | אזבסט->אזבסט | פריך->פריך | בשיתוף->בשיתוף | פעולה->פעולה | עם->עם | המשרד->המשרד | לאיכות->לאיכות | הסביבה->הסביבה	0.0000
common_voice_he_43503050	זה הנשיא שהטיף ומטיף, פעל ופועל	זה הנשיא שהטיף ומטיף, פעל ופועל.	זה הנשיא שהטיף ומטיף פעל ופועל	זה הנשיא שהטיף ומטיף פעל ופועל	זה->זה | הנשיא->הנשיא | שהטיף->שהטיף | ומטיף->ומטיף | פעל->פעל | ופועל->ופועל	0.0000
common_voice_he_43503051	הנושא הזה כבר עלה לפני שבועיים	הנושא הזה כבר עלה לפני שבועיים.	הנושא הזה כבר עלה לפני שבועיים	הנושא הזה כבר עלה לפני שבועיים	הנושא->הנושא | הזה->הזה | כבר->כבר | עלה->עלה | לפני->לפני | שבועיים->שבועיים	0.0000
common_voice_he_43503055	נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות עיליות	נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות ידעיות.	נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות עיליות	נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות ידעיות	נערכו->נערכו | השתלמויות->השתלמויות | מורים->מורים | לשיפור->לשיפור | איכות->איכות | ההוראה->ההוראה | ולהטמעת->ולהטמעת | תוכניות->תוכניות | לימודים->לימודים | וחומרי->וחומרי | למידה->למידה | עתירי->עתירי | טכנולוגיות->טכנולוגיות | עיליות->ידעיות	0.0714
common_voice_he_43503067	האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ שתיים	האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ 2.	האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ 2	האח הגדול היא תוכנית טלוויזיה פופולרית בערוץ 2	האח->האח | הגדול->הגדול | היא->היא | תוכנית->תוכנית | טלוויזיה->טלוויזיה | פופולרית->פופולרית | בערוץ->בערוץ | 2->2	0.0000
common_voice_he_43512945	היתה ישיבה פה בפגרת הקיץ לפני שנה וחצי	הייתה ישיבה פה בפגרת הקיץ לפני שנה וחצי.	היתה ישיבה פה בפגרת הקיץ לפני שנה וחצי	היתה ישיבה פה בפגרת הקיץ לפני שנה וחצי	היתה->היתה | ישיבה->ישיבה | פה->פה | בפגרת->בפגרת | הקיץ->הקיץ | לפני->לפני | שנה->שנה | וחצי->וחצי	0.0000
common_voice_he_43512961	לא פחות ולא יותר: אני בקצבאות ילדים לא אקצץ לעולם	לא פחות ולא יותר, אני בקצבאות ילדים לא אקצץ לעולם.	לא פחות ולא יותר אני בקצבאות ילדים לא אקצץ לעולם	לא פחות ולא יותר אני בקצבאות ילדים לא אקצץ לעולם	לא->לא | פחות->פחות | ולא->ולא | יותר->יותר | אני->אני | בקצבאות->בקצבאות | ילדים->ילדים | לא->לא | אקצץ->אקצץ | לעולם->לעולם	0.0000
common_voice_he_40977316	אוכל יורד בושט נכנס לקיבה ומתעכל שם. אחר כך הוא מועבר למעי הדק והגס	האוכל יורד בוושט, נכנס לקיבה ומתאכל שם. אחר כך הוא מועבר למאי הדק והגץ.	אוכל יורד בושט נכנס לקיבה ומתעכל שם אחר כך הוא מועבר למעי הדק והגס	האוכל יורד בוושט נכנס לקיבה ומתאכל שם אחר כך הוא מועבר למאי הדק והגץ	אוכל->האוכל | יורד->יורד | בושט->בוושט | נכנס->נכנס | לקיבה->לקיבה | ומתעכל->ומתאכל | שם->שם | אחר->אחר | כך->כך | הוא->הוא | מועבר->מועבר | למעי->למאי | הדק->הדק | והגס->והגץ	0.3571
common_voice_he_40978528	"""""""צריך להביא תוכנית בניין עיר, תב""""ע"""""""	צריך להביא תוכנית בניין עיר, טאב.	צריך להביא תוכנית בניין עיר תב ע	צריך להביא תוכנית בניין עיר טאב	צריך->צריך | להביא->להביא | תוכנית->תוכנית | בניין->בניין | עיר->עיר | תב-><eps> | ע->טאב	0.2857
common_voice_he_40978535	ואני רוצה בפתח הדברים למסור את תנחומי	ואני רוצה בפתח הדברים למסור את תנחומיי.	ואני רוצה בפתח הדברים למסור את תנחומי	ואני רוצה בפתח הדברים למסור את תנחומיי	ואני->ואני | רוצה->רוצה | בפתח->בפתח | הדברים->הדברים | למסור->למסור | את->את | תנחומי->תנחומיי	0.1429
common_voice_he_40978542	בדרום תל-אביב או בערים החלשות	בדרום תל אביב ובערים החלשות	בדרום תל אביב או בערים החלשות	בדרום תל אביב ובערים החלשות	בדרום->בדרום | תל->תל | אביב->אביב | או-><eps> | בערים->ובערים | החלשות->החלשות	0.3333
common_voice_he_40978546	אני יודע מה זה כשהמשטרה חושדת	אני יודע מה זה כשהמשטרה חושדת.	אני יודע מה זה כשהמשטרה חושדת	אני יודע מה זה כשהמשטרה חושדת	אני->אני | יודע->יודע | מה->מה | זה->זה | כשהמשטרה->כשהמשטרה | חושדת->חושדת	0.0000
common_voice_he_40978553	גיבוש נהלים ופקודות לטיפול והסרת אזבסט פריך	גיבוש נהלים ופקודות לטיפול והסרת אזבסט פריך	גיבוש נהלים ופקודות לטיפול והסרת אזבסט פריך	גיבוש נהלים ופקודות לטיפול והסרת אזבסט פריך	גיבוש->גיבוש | נהלים->נהלים | ופקודות->ופקודות | לטיפול->לטיפול | והסרת->והסרת | אזבסט->אזבסט | פריך->פריך	0.0000
common_voice_he_40978560	"""""""בן-גוריון עשה אותו מעל ה""""חאן"""" הירושלמי"""""""	בן גוריון עשה אותו מעל החאן הירושלמי.	בן גוריון עשה אותו מעל ה חאן הירושלמי	בן גוריון עשה אותו מעל החאן הירושלמי	בן->בן | גוריון->גוריון | עשה->עשה | אותו->אותו | מעל->מעל | ה-><eps> | חאן->החאן | הירושלמי->הירושלמי	0.2500
common_voice_he_40978567	הישיבה תתקיים ברציפות עד גמר ההצבעה	הישיבה תתקיים ברציפות עד גמר ההצבעה.	הישיבה תתקיים ברציפות עד גמר ההצבעה	הישיבה תתקיים ברציפות עד גמר ההצבעה	הישיבה->הישיבה | תתקיים->תתקיים | ברציפות->ברציפות | עד->עד | גמר->גמר | ההצבעה->ההצבעה	0.0000
common_voice_he_40978573	התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית	התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שנייה ושלישית.	התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שניה ושלישית	התוכנית הכלכלית שמונחת כאן ועומדת לקריאה שניה ושלישית	התוכנית->התוכנית | הכלכלית->הכלכלית | שמונחת->שמונחת | כאן->כאן | ועומדת->ועומדת | לקריאה->לקריאה | שניה->שניה | ושלישית->ושלישית	0.0000
common_voice_he_40978575	נכון שהחלק הזה הוא חלק מדאיג	נכון שהחלק הזה הוא חלק מדאיג.	נכון שהחלק הזה הוא חלק מדאיג	נכון שהחלק הזה הוא חלק מדאיג	נכון->נכון | שהחלק->שהחלק | הזה->הזה | הוא->הוא | חלק->חלק | מדאיג->מדאיג	0.0000
common_voice_he_40978592	ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים	ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים.	ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים	ומתוך רצון להבריח הוא מוצא תקציבים למרות הקיצוצים	ומתוך->ומתוך | רצון->רצון | להבריח->להבריח | הוא->הוא | מוצא->מוצא | תקציבים->תקציבים | למרות->למרות | הקיצוצים->הקיצוצים	0.0000
common_voice_he_40978609	ואם היה תורנו היום להגיש אי-אמון	ואם היה תורנו היום להגיש אי אמון?	ואם היה תורנו היום להגיש אי אמון	ואם היה תורנו היום להגיש אי אמון	ואם->ואם | היה->היה | תורנו->תורנו | היום->היום | להגיש->להגיש | אי->אי | אמון->אמון	0.0000
common_voice_he_38195450	"""""""סַפֵּר, יוֹסִי,"""" אָמַר אֲבִישַׁי"""	ספר, יוסי, אמר אבישי.	ספר יוסי אמר אבישי	ספר יוסי אמר אבישי	ספר->ספר | יוסי->יוסי | אמר->אמר | אבישי->אבישי	0.0000
common_voice_he_38195452	אֵינִי מִתְכַּוֶונֶת לְהַבִּיעַ שֶבַּצוּרָה בָּה חַיַית עַד עַכְשָיו הָיִיתָ כָּבוּל	איני מתכוונת להביאה שבצורה בה חיית עד עכשיו היית כבול.	איני מתכוונת להביע שבצורה בה חיית עד עכשיו היית כבול	איני מתכוונת להביאה שבצורה בה חיית עד עכשיו היית כבול	איני->איני | מתכוונת->מתכוונת | להביע->להביאה | שבצורה->שבצורה | בה->בה | חיית->חיית | עד->עד | עכשיו->עכשיו | היית->היית | כבול->כבול	0.1000
common_voice_he_38195454	אִם תִּתְגַּלֶּה הָאֶבֶן, הֲרֵי מְקוֹמָהּ בִּירוּשָׁלַיִם, לְפִי דַעְתִּי, וְלֹא בִּנְיוּ־יוֹרְק.	אם תתגלה האבן הרי מקומה בירושלים לפי דעתי ולא בניו יורק.	אם תתגלה האבן הרי מקומה בירושלים לפי דעתי ולא בניויורק	אם תתגלה האבן הרי מקומה בירושלים לפי דעתי ולא בניו יורק	אם->אם | תתגלה->תתגלה | האבן->האבן | הרי->הרי | מקומה->מקומה | בירושלים->בירושלים | לפי->לפי | דעתי->דעתי | ולא->ולא | <eps>->בניו | בניויורק->יורק	0.2000
common_voice_he_38196114	אֵין חֶדֶר פָּנוּי בַּמַּחֲנֶה.	אין חדר פנוי במחנה.	אין חדר פנוי במחנה	אין חדר פנוי במחנה	אין->אין | חדר->חדר | פנוי->פנוי | במחנה->במחנה	0.0000
common_voice_he_38196115	דֶּרֶךְ אֲרֻכָּה עָבַרְנוּ	דרך הלוחקה עברנו.	דרך ארכה עברנו	דרך הלוחקה עברנו	דרך->דרך | ארכה->הלוחקה | עברנו->עברנו	0.3333
common_voice_he_38196117	היום השמים מאוד מעוננים	היום השמיים מאוד מעוננים.	היום השמים מאוד מעוננים	היום השמיים מאוד מעוננים	היום->היום | השמים->השמיים | מאוד->מאוד | מעוננים->מעוננים	0.2500
common_voice_he_38196118	אֵינִי יוֹדַעַת מִשוּם מָה – קניתי אותו בְּאוֹתוֹ רֶגַע.	איני יודעת משום מה קניתי אותו באותו רגע.	איני יודעת משום מה קניתי אותו באותו רגע	איני יודעת משום מה קניתי אותו באותו רגע	איני->איני | יודעת->יודעת | משום->משום | מה->מה | קניתי->קניתי | אותו->אותו | באותו->באותו | רגע->רגע	0.0000
common_voice_he_38196119	לוּ הָיוּ אַנְשֵׁי הַקְּבוּצָה אוֹכְלִים כָּמוֹהוּ	לו היו אנשי הקבוצה אוכלים כמוהו.	לו היו אנשי הקבוצה אוכלים כמוהו	לו היו אנשי הקבוצה אוכלים כמוהו	לו->לו | היו->היו | אנשי->אנשי | הקבוצה->הקבוצה | אוכלים->אוכלים | כמוהו->כמוהו	0.0000
common_voice_he_38196120	פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה	פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה.	פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה	פוגעים בצורה קשה באנשים שמקבלים הבטחת הכנסה	פוגעים->פוגעים | בצורה->בצורה | קשה->קשה | באנשים->באנשים | שמקבלים->שמקבלים | הבטחת->הבטחת | הכנסה->הכנסה	0.0000
common_voice_he_38196121	הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים	הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים.	הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים	הקואליציה טוענת שזה בזבוז זמן ואנחנו מתישים	הקואליציה->הקואליציה | טוענת->טוענת | שזה->שזה | בזבוז->בזבוז | זמן->זמן | ואנחנו->ואנחנו | מתישים->מתישים	0.0000
common_voice_he_38196122	כן זה חשוב במיוחד בימים האלה	כסף חשוב במיוחד בימים האלה.	כן זה חשוב במיוחד בימים האלה	כסף חשוב במיוחד בימים האלה	כן-><eps> | זה->כסף | חשוב->חשוב | במיוחד->במיוחד | בימים->בימים | האלה->האלה	0.3333
common_voice_he_38196123	מַדּוּעַ פָּנַיִיךְ כֹּה רָעִים?	מדוע פניי כה רעים?	מדוע פנייך כה רעים	מדוע פניי כה רעים	מדוע->מדוע | פנייך->פניי | כה->כה | רעים->רעים	0.2500
common_voice_he_38196124	מה זה מאתיים שמונים ואחד אלף מובטלים	מה זה 281,000 מובטלים?	מה זה 280 1 1000 מובטלים	מה זה 281 0 מובטלים	מה->מה | זה->זה | 280-><eps> | 1->281 | 1000->0 | מובטלים->מובטלים	0.5000
common_voice_he_38196125	רק שאלה היא, אם בחרתי פה בדרך הטובה.	רק שאלה היא אם בחרתי פה בדרך הטובה.	רק שאלה היא אם בחרתי פה בדרך הטובה	רק שאלה היא אם בחרתי פה בדרך הטובה	רק->רק | שאלה->שאלה | היא->היא | אם->אם | בחרתי->בחרתי | פה->פה | בדרך->בדרך | הטובה->הטובה	0.0000
common_voice_he_38196126	וּכְשֶׁקָּרָאתִי אֶת הָעִיתּוֹן נִמְלָא לִיבִּי יֵיאוּשׁ.	וכשקראתי את העיתון נמלא ליבי ייאוש.	וכשקראתי את העיתון נמלא ליבי ייאוש	וכשקראתי את העיתון נמלא ליבי ייאוש	וכשקראתי->וכשקראתי | את->את | העיתון->העיתון | נמלא->נמלא | ליבי->ליבי | ייאוש->ייאוש	0.0000
common_voice_he_40909678	עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין	עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין.	עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין	עיכוב פירעון חובות ועיכוב מתן מכתבי פיטורין	עיכוב->עיכוב | פירעון->פירעון | חובות->חובות | ועיכוב->ועיכוב | מתן->מתן | מכתבי->מכתבי | פיטורין->פיטורין	0.0000
common_voice_he_40909679	ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה	ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה.	ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה	ובהמשך הגישה תלונה נגדית כנגד המשפחה המקומית בגין תקיפה	ובהמשך->ובהמשך | הגישה->הגישה | תלונה->תלונה | נגדית->נגדית | כנגד->כנגד | המשפחה->המשפחה | המקומית->המקומית | בגין->בגין | תקיפה->תקיפה	0.0000
