Filename	Reference Text	Transcribed Text	Normalized Reference	Normalized Transcribed	Alignment	WER
common_voice_he_41616729	שהצבעתו האחרונה היתה נגד והיא לא נקלטה	כשהצבעתו האחרונה הייתה נגד והיא לא נקלטה.	שהצבעתו האחרונה הייתה נגד והיא לא נקלטה	כשהצבעתו האחרונה הייתה נגד והיא לא נקלטה	שהצבעתו->כשהצבעתו | האחרונה->האחרונה | הייתה->הייתה | נגד->נגד | והיא->והיא | לא->לא | נקלטה->נקלטה	0.1429
common_voice_he_41616730	גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה	גם מבחינת חווי היסוד וגם מבחינת הפילוסופיה.	גם מבחינת קווי היסוד וגם מבחינת הפילוסופיה	גם מבחינת חווי היסוד וגם מבחינת הפילוסופיה	גם->גם | מבחינת->מבחינת | קווי->חווי | היסוד->היסוד | וגם->וגם | מבחינת->מבחינת | הפילוסופיה->הפילוסופיה	0.1429
common_voice_he_41616731	אנחנו מוכנים לרצוח אלף וחמש מאות בני-אדם ללא הבדל גזע	אנחנו מוכנים לרצוח 1,500 בני אדם ללא הבדל גזע.	אנחנו מוכנים לרצוח 1500 בני אדם ללא הבדל גזע	אנחנו מוכנים לרצוח 1500 בני אדם ללא הבדל גזע	אנחנו->אנחנו | מוכנים->מוכנים | לרצוח->לרצוח | 1500->1500 | בני->בני | אדם->אדם | ללא->ללא | הבדל->הבדל | גזע->גזע	0.0000
common_voice_he_41616740	"""קבוצת סיעת קדימה, קבוצת סיעת חד""ש"""	קבוצת סיעת קדימה, קבוצת סיעת חדש	קבוצת סיעת קדימה קבוצת סיעת חדש	קבוצת סיעת קדימה קבוצת סיעת חדש	קבוצת->קבוצת | סיעת->סיעת | קדימה->קדימה | קבוצת->קבוצת | סיעת->סיעת | חדש->חדש	0.0000
common_voice_he_41616743	אוּלַי הִיא כּוֹלֶלֶת הֲמוֹן נְטָפִים	אולי היא כוללת המון נטפים.	אולי היא כוללת המון נטפים	אולי היא כוללת המון נטפים	אולי->אולי | היא->היא | כוללת->כוללת | המון->המון | נטפים->נטפים	0.0000
common_voice_he_41616745	שמעתי שבעיראק נהרגו החודש חמש מאות אנשים	שמעתי שבעיראק נהרגו חודש חמש מאות אנשים.	שמעתי 7יראק נהרגו החודש חמש מאות אנשים	שמעתי 7יראק נהרגו חודש חמש מאות אנשים	שמעתי->שמעתי | 7יראק->7יראק | נהרגו->נהרגו | החודש->חודש | חמש->חמש | מאות->מאות | אנשים->אנשים	0.1429
common_voice_he_41616748	לחזור מדרך הדמים, דרך הכוח והפורענות	לחזור מדרך הדמים, דרך הכוח והפורענות.	לחזור מדרך הדמים דרך הכוח והפורענות	לחזור מדרך הדמים דרך הכוח והפורענות	לחזור->לחזור | מדרך->מדרך | הדמים->הדמים | דרך->דרך | הכוח->הכוח | והפורענות->והפורענות	0.0000
common_voice_he_41616756	אתמול התקיים מפגש בירדן בחסות הקוורטט	אתמול התקיים מפגש בירדן בחסות הקוורטט.	אתמול התקיים מפגש בירדן בחסות הקוורטט	אתמול התקיים מפגש בירדן בחסות הקוורטט	אתמול->אתמול | התקיים->התקיים | מפגש->מפגש | בירדן->בירדן | בחסות->בחסות | הקוורטט->הקוורטט	0.0000
common_voice_he_41616757	ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין	ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות החל.	ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות הכין	ובעיות אחרות שמוזכרות בתוכנית המפורטת שמשרד הבריאות החל	ובעיות->ובעיות | אחרות->אחרות | שמוזכרות->שמוזכרות | בתוכנית->בתוכנית | המפורטת->המפורטת | שמשרד->שמשרד | הבריאות->הבריאות | הכין->החל	0.1250
common_voice_he_41616758	עמיתי ורעי מוועדת הכלכלה שדואג לשכבות מצוקה	אמיתי וראי מוועדת הכלכולן שדואג לשכבות מציבה.	עמיתי ורעי מוועדת הכלכלה שדואג לשכבות מצוקה	אמיתי וראי מוועדת הכלכולן שדואג לשכבות מציבה	עמיתי->אמיתי | ורעי->וראי | מוועדת->מוועדת | הכלכלה->הכלכולן | שדואג->שדואג | לשכבות->לשכבות | מצוקה->מציבה	0.5714
common_voice_he_41616760	מה ששמעתי ומה שקיבלנו - ההחלטה של בית-המשפט	מה ששמעתי ומה שקיבלנו ההחלטה של בית המשפט	מה ששמעתי ומה שקיבלנו   ההחלטה של בית המשפט	מה ששמעתי ומה שקיבלנו ההחלטה של בית המשפט	מה->מה | ששמעתי->ששמעתי | ומה->ומה | שקיבלנו->שקיבלנו | ההחלטה->ההחלטה | של->של | בית->בית | המשפט->המשפט	0.0000
common_voice_he_41616761	המוזיקה, האמנות הפלסטית, המחול, הספרות, השירה	המוזיקה, האומנות הפלסטית, המחול, הספרות, השירה.	המוזיקה האמנות הפלסטית המחול הספרות השירה	המוזיקה האומנות הפלסטית המחול הספרות השירה	המוזיקה->המוזיקה | האמנות->האומנות | הפלסטית->הפלסטית | המחול->המחול | הספרות->הספרות | השירה->השירה	0.1667
common_voice_he_41616762	אז אני אומר: ההצעה היא הצעה	אז אני אומר, ההצעה היא הצעה.	אז אני אומר ההצעה היא הצעה	אז אני אומר ההצעה היא הצעה	אז->אז | אני->אני | אומר->אומר | ההצעה->ההצעה | היא->היא | הצעה->הצעה	0.0000
common_voice_he_41616770	בשדרות רחמנא ליצלן - אולי תיתנו להם פעם תשובה	בשדרות, רחמנא ליצלן, אולי תיתנו להם פעם תשובה?	בשדרות רחמנא ליצלן   אולי תיתנו להם פעם תשובה	בשדרות רחמנא ליצלן אולי תיתנו להם פעם תשובה	בשדרות->בשדרות | רחמנא->רחמנא | ליצלן->ליצלן | אולי->אולי | תיתנו->תיתנו | להם->להם | פעם->פעם | תשובה->תשובה	0.0000
common_voice_he_41616772	כאשר חזרו ראשוני הציונות אל הרעיון הציוני	כאשר חזרו ראשוני מציונות אל הרעיון הציוני,	כאשר חזרו ראשוני הציונות אל הרעיון הציוני	כאשר חזרו ראשוני מציונות אל הרעיון הציוני	כאשר->כאשר | חזרו->חזרו | ראשוני->ראשוני | הציונות->מציונות | אל->אל | הרעיון->הרעיון | הציוני->הציוני	0.1429
common_voice_he_41616788	ראשון-לציון ואשדוד ישלמו פחות; ירושלים	ראשון לציון ואשדוד ישלמו פחות, ירושלים.	ראשון לציון ואשדוד ישלמו פחות ירושלים	ראשון לציון ואשדוד ישלמו פחות ירושלים	ראשון->ראשון | לציון->לציון | ואשדוד->ואשדוד | ישלמו->ישלמו | פחות->פחות | ירושלים->ירושלים	0.0000
common_voice_he_41616790	אני מוכן ללמד אותך את ההיסטוריה של נגבה	אני מוכן ללמד אותך את ההיסטוריה של נגבה.	אני מוכן ללמד אותך את ההיסטוריה של נגבה	אני מוכן ללמד אותך את ההיסטוריה של נגבה	אני->אני | מוכן->מוכן | ללמד->ללמד | אותך->אותך | את->את | ההיסטוריה->ההיסטוריה | של->של | נגבה->נגבה	0.0000
common_voice_he_41616792	רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית	רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית.	רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית	רציניים וחשובים אפילו הוצאו מהתוכנית הכלכלית	רציניים->רציניים | וחשובים->וחשובים | אפילו->אפילו | הוצאו->הוצאו | מהתוכנית->מהתוכנית | הכלכלית->הכלכלית	0.0000
common_voice_he_41616807	הוא אמר: אני לא משתתף במערכת הבחירות	הוא אמר, אני לא משתתף במערכת הבחירות.	הוא אמר אני לא משתתף במערכת הבחירות	הוא אמר אני לא משתתף במערכת הבחירות	הוא->הוא | אמר->אמר | אני->אני | לא->לא | משתתף->משתתף | במערכת->במערכת | הבחירות->הבחירות	0.0000
common_voice_he_41616808	לָמָּה שֶׁלֹּא תֵּלֵךְ לִישׁוֹן?	למה שלא תלך לישון?	למה שלא תלך לישון	למה שלא תלך לישון	למה->למה | שלא->שלא | תלך->תלך | לישון->לישון	0.0000
common_voice_he_41616809	אני כרגע משאיר מה שלא קשור לדוח	אני כרגע משאיר מה שלא קשור לדור.	אני כרגע משאיר מה שלא קשור לדוח	אני כרגע משאיר מה שלא קשור לדור	אני->אני | כרגע->כרגע | משאיר->משאיר | מה->מה | שלא->שלא | קשור->קשור | לדוח->לדור	0.1429
common_voice_he_41616811	עקרונית, אם אשה מבקשת לסיים היריון	עקרונית, אם אישה מבקשת לסיים הריון.	עקרונית אם אישה מבקשת לסיים היריון	עקרונית אם אישה מבקשת לסיים הריון	עקרונית->עקרונית | אם->אם | אישה->אישה | מבקשת->מבקשת | לסיים->לסיים | היריון->הריון	0.1667
common_voice_he_41486343	אני מעדיף שזה ייעשה מתוך הבנה	אני מעדיף שזה ייעשה מתוך הבנת.	אני מעדיף שזה ייעשה מתוך הבנה	אני מעדיף שזה ייעשה מתוך הבנת	אני->אני | מעדיף->מעדיף | שזה->שזה | ייעשה->ייעשה | מתוך->מתוך | הבנה->הבנת	0.1667
common_voice_he_41486344	כמו שכבר דובר, בעיקר מסים עקיפים	כמו שכבר דיבר, בעיקר מיסים עקיפים.	כמו שכבר דובר בעיקר מיסים עקיפים	כמו שכבר דיבר בעיקר מיסים עקיפים	כמו->כמו | שכבר->שכבר | דובר->דיבר | בעיקר->בעיקר | מיסים->מיסים | עקיפים->עקיפים	0.1667
common_voice_he_41486345	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין.	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין	בשעה חמש תיפתח הישיבה המיוחדת לזכרו של יצחק רבין	בשעה->בשעה | חמש->חמש | תיפתח->תיפתח | הישיבה->הישיבה | המיוחדת->המיוחדת | לזכרו->לזכרו | של->של | יצחק->יצחק | רבין->רבין	0.0000
common_voice_he_41486346	אקמול צינון עם קוקטיל של סטרואידים להורדת החום	אקמול צינון עם קוקטייל של סטרואידים להורדת החום	אקמול צינון עם קוקטייל של סטרואידים להורדת החום	אקמול צינון עם קוקטייל של סטרואידים להורדת החום	אקמול->אקמול | צינון->צינון | עם->עם | קוקטייל->קוקטייל | של->של | סטרואידים->סטרואידים | להורדת->להורדת | החום->החום	0.0000
common_voice_he_41486347	לוחשים, אומרים: הקואליציה, סיעה, קואליציה, סיעה	לוחשים אומרים הקואליציה סיעה קואליציה סיעה	לוחשים אומרים הקואליציה סיעה קואליציה סיעה	לוחשים אומרים הקואליציה סיעה קואליציה סיעה	לוחשים->לוחשים | אומרים->אומרים | הקואליציה->הקואליציה | סיעה->סיעה | קואליציה->קואליציה | סיעה->סיעה	0.0000
common_voice_he_41486353	ולא רק מטרות מונטריות ומטרות כלכליות	ולא רק מטרות מוניטריות, למטרות כלכליות.	ולא רק מטרות מונטריות ומטרות כלכליות	ולא רק מטרות מוניטריות למטרות כלכליות	ולא->ולא | רק->רק | מטרות->מטרות | מונטריות->מוניטריות | ומטרות->למטרות | כלכליות->כלכליות	0.3333
common_voice_he_41486354	אבל אין בעיה להתאכזב גם מכם	אבל אין בעיה להתאכזב גם מכן.	אבל אין בעיה להתאכזב גם מכם	אבל אין בעיה להתאכזב גם מכן	אבל->אבל | אין->אין | בעיה->בעיה | להתאכזב->להתאכזב | גם->גם | מכם->מכן	0.1667
common_voice_he_41486355	"""כי ""תמות נפשי עם פלשתים"" זה מול האויב"""	כי תמות נפשי עם פלישתים זה מול האויב.	כי תמות נפשי עם פל2 זה מול האויב	כי תמות נפשי עם פלי2 זה מול האויב	כי->כי | תמות->תמות | נפשי->נפשי | עם->עם | פל2->פלי2 | זה->זה | מול->מול | האויב->האויב	0.1250
common_voice_he_41486356	"""הוא יהודי מה שנקרא בשפתנו ""עויבד"""	הוא יהודי, מה שנקרא בשפתנו עובד.	הוא יהודי מה שנקרא בשפתנו עויבד	הוא יהודי מה שנקרא בשפתנו עובד	הוא->הוא | יהודי->יהודי | מה->מה | שנקרא->שנקרא | בשפתנו->בשפתנו | עויבד->עובד	0.1667
common_voice_he_41486357	שרפרף גבוהה יכול לשמש גם כשולחן	שרפרף גבוה יכול לשמש גם כשולחן.	שרפרף גבוהה יכול לשמש גם כשולחן	שרפרף גבוה יכול לשמש גם כשולחן	שרפרף->שרפרף | גבוהה->גבוה | יכול->יכול | לשמש->לשמש | גם->גם | כשולחן->כשולחן	0.1667
common_voice_he_41486358	באופן מבוקר, באופן סדיר, באופן מוקצב	באופן מבוקר, באופן קדימה, באופן מוקצת.	באופן מבוקר באופן סדיר באופן מוקצב	באופן מבוקר באופן קדימה באופן מוקצת	באופן->באופן | מבוקר->מבוקר | באופן->באופן | סדיר->קדימה | באופן->באופן | מוקצב->מוקצת	0.3333
common_voice_he_41486359	מאמא אני מקבלת מכתבים כסדר.	מאמא אני מקבלת מכתבים כסדר.	מאמא אני מקבלת מכתבים כסדר	מאמא אני מקבלת מכתבים כסדר	מאמא->מאמא | אני->אני | מקבלת->מקבלת | מכתבים->מכתבים | כסדר->כסדר	0.0000
common_voice_he_41486360	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה.	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה	אני לא יודע אם אנחנו נצטרף לקואליציה החדשה	אני->אני | לא->לא | יודע->יודע | אם->אם | אנחנו->אנחנו | נצטרף->נצטרף | לקואליציה->לקואליציה | החדשה->החדשה	0.0000
common_voice_he_41486361	האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות	האלטרנטיבה היא ברורה, ואנחנו ניקלע להידרדרות.	האלטרנטיבה היא ברורה ואנחנו ניקלע להידרדרות	האלטרנטיבה היא ברורה ואנחנו ניקלע להידרדרות	האלטרנטיבה->האלטרנטיבה | היא->היא | ברורה->ברורה | ואנחנו->ואנחנו | ניקלע->ניקלע | להידרדרות->להידרדרות	0.0000
common_voice_he_41486362	עֲטֶ֣רֶת זְ֭קֵנִים בְּנֵ֣י בָנִ֑ים וְתִפְאֶ֖רֶת בָּנִ֣ים אֲבוֹתָֽם׃	עטרת זקנים בני בנים, ותפארת בנים אבותם.	עטרת זקנים בני בנים ותפארת בנים אבותם	עטרת זקנים בני בנים ותפארת בנים אבותם	עטרת->עטרת | זקנים->זקנים | בני->בני | בנים->בנים | ותפארת->ותפארת | בנים->בנים | אבותם->אבותם	0.0000
common_voice_he_41486368	כמה עולה המוצר הזה?	כמה עולה המוצר הזה?	כמה עולה המוצר הזה	כמה עולה המוצר הזה	כמה->כמה | עולה->עולה | המוצר->המוצר | הזה->הזה	0.0000
common_voice_he_41486369	כי בתום חמש דקות מצלצול אנחנו מצביעים	כי בתום חמש דקות מצלצול אנחנו מצביעים.	כי בתום חמש דקות מצלצול אנחנו מצביעים	כי בתום חמש דקות מצלצול אנחנו מצביעים	כי->כי | בתום->בתום | חמש->חמש | דקות->דקות | מצלצול->מצלצול | אנחנו->אנחנו | מצביעים->מצביעים	0.0000
common_voice_he_41486370	מישור הדיון הוא מה קורה במאבקים פוליטיים	מישור הדיון הוא מה קורה במאבקים פוליטיים.	מישור הדיון הוא מה קורה במאבקים פוליטיים	מישור הדיון הוא מה קורה במאבקים פוליטיים	מישור->מישור | הדיון->הדיון | הוא->הוא | מה->מה | קורה->קורה | במאבקים->במאבקים | פוליטיים->פוליטיים	0.0000
common_voice_he_41486371	אבל הרבה אנשים בימין דווקא חושבים כך	אבל הרבה אנשים בימין דווקא חושבים ככה.	אבל הרבה אנשים בימין דווקא חושבים כך	אבל הרבה אנשים בימין דווקא חושבים ככה	אבל->אבל | הרבה->הרבה | אנשים->אנשים | בימין->בימין | דווקא->דווקא | חושבים->חושבים | כך->ככה	0.1429
common_voice_he_41486372	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים.	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים	תקיימנה דיאלוג פתוח ומעמיק אשר יאפשר להן להבריא פצעים שנותרו פתוחים עשרות שנים	תקיימנה->תקיימנה | דיאלוג->דיאלוג | פתוח->פתוח | ומעמיק->ומעמיק | אשר->אשר | יאפשר->יאפשר | להן->להן | להבריא->להבריא | פצעים->פצעים | שנותרו->שנותרו | פתוחים->פתוחים | עשרות->עשרות | שנים->שנים	0.0000
common_voice_he_41486373	"הודיעה חברת האופנה הישראלית ""רנואר"" שקירל היא הפרזנטורית המוזיקלית החדשה שלהם"	הודיעה חברת האופנה הישראלית רנואר שקירל היא הפרזנטורית המוזיקלית החדשה שלהם.	הודיעה חברת האופנה הישראלית רנואר שקירל היא הפרזנטורית המוזיקלית החדשה שלהם	הודיעה חברת האופנה הישראלית רנואר שקירל היא הפרזנטורית המוזיקלית החדשה שלהם	הודיעה->הודיעה | חברת->חברת | האופנה->האופנה | הישראלית->הישראלית | רנואר->רנואר | שקירל->שקירל | היא->היא | הפרזנטורית->הפרזנטורית | המוזיקלית->המוזיקלית | החדשה->החדשה | שלהם->שלהם	0.0000
common_voice_he_41486374	כפל אגרה עשרים ושלושה אלף שקל	כפל אגרה 23,000 שקל	כפל אגרה 23000 שקל	כפל אגרה 23000 שקל	כפל->כפל | אגרה->אגרה | 23000->23000 | שקל->שקל	0.0000
common_voice_he_41486375	לכזה שפל מדרגה, לא רק מוסרי	לחזה שפל מדרגה לא רק מוסרי.	לכזה שפל מדרגה לא רק מוסרי	לחזה שפל מדרגה לא רק מוסרי	לכזה->לחזה | שפל->שפל | מדרגה->מדרגה | לא->לא | רק->רק | מוסרי->מוסרי	0.1667
common_voice_he_41486376	כִּ֭י אִם־יֵ֣שׁ אַחֲרִ֑ית וְ֝תִקְוָתְךָ֗ לֹ֣א תִכָּרֵֽת׃	כי אם יש אחרית ותקוותך לא תיכרת.	כי אם יש אחרית ותקותך לא תכרת	כי אם יש אחרית ותקוותך לא תיכרת	כי->כי | אם->אם | יש->יש | אחרית->אחרית | ותקותך->ותקוותך | לא->לא | תכרת->תיכרת	0.2857
common_voice_he_41486377	זה נותן תעסוקה ללא מעט אנשים	זה נותן תעסוקה ללא מעט אנשים.	זה נותן תעסוקה ללא מעט אנשים	זה נותן תעסוקה ללא מעט אנשים	זה->זה | נותן->נותן | תעסוקה->תעסוקה | ללא->ללא | מעט->מעט | אנשים->אנשים	0.0000
common_voice_he_41486383	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד.	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד	כשאני נכנסת לחנות ספרים ואני קונה ספר בודד	כשאני->כשאני | נכנסת->נכנסת | לחנות->לחנות | ספרים->ספרים | ואני->ואני | קונה->קונה | ספר->ספר | בודד->בודד	0.0000
common_voice_he_41486384	הבנקים אמרו: אנחנו מוכנים להסדיר זאת בעצמנו	הבנקים אמרו, אנחנו מוכנים להסדיר זאת בעצמנו.	הבנקים אמרו אנחנו מוכנים להסדיר זאת בעצמנו	הבנקים אמרו אנחנו מוכנים להסדיר זאת בעצמנו	הבנקים->הבנקים | אמרו->אמרו | אנחנו->אנחנו | מוכנים->מוכנים | להסדיר->להסדיר | זאת->זאת | בעצמנו->בעצמנו	0.0000
common_voice_he_41486385	כי אוי ואבוי אם ייפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים	כי אוי ואבוי אם יפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים.	כי אוי ואבוי אם ייפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים	כי אוי ואבוי אם יפגע אחד מהאלמנטים הדתיים שעליהם מורכבת ירושלים	כי->כי | אוי->אוי | ואבוי->ואבוי | אם->אם | ייפגע->יפגע | אחד->אחד | מהאלמנטים->מהאלמנטים | הדתיים->הדתיים | שעליהם->שעליהם | מורכבת->מורכבת | ירושלים->ירושלים	0.0909
common_voice_he_41486386	זו הקצבה היחידה שיכולה לתת לפרפלגים	זו הקצבה היחידה שיכולה לתת לפרפלגים.	זו הקצבה היחידה שיכולה לתת לפרפלגים	זו הקצבה היחידה שיכולה לתת לפרפלגים	זו->זו | הקצבה->הקצבה | היחידה->היחידה | שיכולה->שיכולה | לתת->לתת | לפרפלגים->לפרפלגים	0.0000
common_voice_he_41486387	כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי	כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי.	כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי	כי אדם שחי נגיד מקצבת ביטוח לאומי והוא שוכר דירה בשוק החופשי	כי->כי | אדם->אדם | שחי->שחי | נגיד->נגיד | מקצבת->מקצבת | ביטוח->ביטוח | לאומי->לאומי | והוא->והוא | שוכר->שוכר | דירה->דירה | בשוק->בשוק | החופשי->החופשי	0.0000
common_voice_he_41605155	אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סוריים	אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סורים.	אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סוריים	אפילו האויב כבר לא מבוצר מאחורי שלושה קווי הגנה סורים	אפילו->אפילו | האויב->האויב | כבר->כבר | לא->לא | מבוצר->מבוצר | מאחורי->מאחורי | שלושה->שלושה | קווי->קווי | הגנה->הגנה | סוריים->סורים	0.1000
common_voice_he_41605156	השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש	השבוע קיבלתי מפתב מרעייתו והזדעזעתי לשמוע שהאיש.	השבוע קיבלתי מכתב מרעייתו והזדעזעתי לשמוע שהאיש	השבוע קיבלתי מפתב מרעייתו והזדעזעתי לשמוע שהאיש	השבוע->השבוע | קיבלתי->קיבלתי | מכתב->מפתב | מרעייתו->מרעייתו | והזדעזעתי->והזדעזעתי | לשמוע->לשמוע | שהאיש->שהאיש	0.1429
common_voice_he_41605157	עֲטֶ֣רֶת תִּפְאֶ֣רֶת שֵׂיבָ֑ה בְּדֶ֥רֶךְ צְ֝דָקָ֗ה תִּמָּצֵֽא׃	הפרס נשארת שיבה, בדרך הפסקה תינוקה	עטרת תפארת שיבה בדרך צדקה תמצא	הפרס נשארת שיבה בדרך הפסקה תינוקה	עטרת->הפרס | תפארת->נשארת | שיבה->שיבה | בדרך->בדרך | צדקה->הפסקה | תמצא->תינוקה	0.6667
common_voice_he_41605158	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום.	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לבשו.	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לנשום	כשיצאתי מהמערה השמש הייתה כל כך חזקה שלא יכולתי לבשו	כשיצאתי->כשיצאתי | מהמערה->מהמערה | השמש->השמש | הייתה->הייתה | כל->כל | כך->כך | חזקה->חזקה | שלא->שלא | יכולתי->יכולתי | לנשום->לבשו	0.1000
common_voice_he_41605159	שינויים ושיפורים משמעותיים לטובת חיילי המילואים	שינויים ושיפורים משמעותיים לטובת חיילי המדומים	שינויים ושיפורים משמעותיים לטובת חיילי המילואים	שינויים ושיפורים משמעותיים לטובת חיילי המדומים	שינויים->שינויים | ושיפורים->ושיפורים | משמעותיים->משמעותיים | לטובת->לטובת | חיילי->חיילי | המילואים->המדומים	0.1667
common_voice_he_41605160	לדעתי יש בזה פתיחת פתח להרבה עתירות	לדעתי יש בזה פתיחת פתח להרבה אחרים.	לדעתי יש בזה פתיחת פתח להרבה עתירות	לדעתי יש בזה פתיחת פתח להרבה אחרים	לדעתי->לדעתי | יש->יש | בזה->בזה | פתיחת->פתיחת | פתח->פתח | להרבה->להרבה | עתירות->אחרים	0.1429
common_voice_he_41605161	פְּעֻלּוֹת שֶׁהִתְכּוֹנַנּוּ לָהֶן לֹא יָצְאוּ לַפֹּעַל.	פעולות שהתכוננו להן לא יצאו לפועל.	פעלות שהתכוננו להן לא יצאו לפעל	פעולות שהתכוננו להן לא יצאו לפועל	פעלות->פעולות | שהתכוננו->שהתכוננו | להן->להן | לא->לא | יצאו->יצאו | לפעל->לפועל	0.3333
common_voice_he_41605162	אולי באמת נתחיל מהנתונים הלא-קלים בנושא הזה	אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה.	אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה	אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה	אולי->אולי | באמת->באמת | נתחיל->נתחיל | מהנתונים->מהנתונים | הלא->הלא | קלים->קלים | בנושא->בנושא | הזה->הזה	0.0000
common_voice_he_41605163	לא מוסיפה לשיפור במצב מחירי הברזל	לא מוסיפה לשיפור במצב מחווה בארגן.	לא מוסיפה לשיפור במצב מחירי הברזל	לא מוסיפה לשיפור במצב מחווה בארגן	לא->לא | מוסיפה->מוסיפה | לשיפור->לשיפור | במצב->במצב | מחירי->מחווה | הברזל->בארגן	0.3333
common_voice_he_41605164	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האשה	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האישה.	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האישה	לפני כשלושה שבועות אנחנו קיימנו דיון בוועדה למעמד האישה	לפני->לפני | כשלושה->כשלושה | שבועות->שבועות | אנחנו->אנחנו | קיימנו->קיימנו | דיון->דיון | בוועדה->בוועדה | למעמד->למעמד | האישה->האישה	0.0000
common_voice_he_41605165	"""ואנחנו הרס""רים או הרב""טים או הסמלים"""	ואנחנו הרסארים או הרבקים או הסמלים.	ואנחנו הרסרים או הרבטים או הסמלים	ואנחנו הרסארים או הרבקים או הסמלים	ואנחנו->ואנחנו | הרסרים->הרסארים | או->או | הרבטים->הרבקים | או->או | הסמלים->הסמלים	0.3333
common_voice_he_41605168	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא.	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא	הרי זה צריך לתת אולי תשובה יותר נכונה בתקציב הבא	הרי->הרי | זה->זה | צריך->צריך | לתת->לתת | אולי->אולי | תשובה->תשובה | יותר->יותר | נכונה->נכונה | בתקציב->בתקציב | הבא->הבא	0.0000
common_voice_he_41605169	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני?	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני	האם למשל להעביר אדמות לתושבים הערבים זה ציוני או לא ציוני	האם->האם | למשל->למשל | להעביר->להעביר | אדמות->אדמות | לתושבים->לתושבים | הערבים->הערבים | זה->זה | ציוני->ציוני | או->או | לא->לא | ציוני->ציוני	0.0000
common_voice_he_41605170	כך שחלק מהפערים תוקנו הלכה למעשה	כך שחלק מהפערים תוקנו הלכה למעשה.	כך שחלק מהפערים תוקנו הלכה למעשה	כך שחלק מהפערים תוקנו הלכה למעשה	כך->כך | שחלק->שחלק | מהפערים->מהפערים | תוקנו->תוקנו | הלכה->הלכה | למעשה->למעשה	0.0000
